	#OTU ID	mock_staggered_insilico	Taxon	group	expected_ratio	feature_id	Confidence	table_id	Forward_trim	Reverse_trim	feature_frequency	Replicate	run-number	community	composition	sum	ratio
10283	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	cdf215c5e2c94fa13217705cae1ba6e8	0.7008388794151124	F220R210	220	210	0.0	R46-18S-1	46	18S	Staggered	1895.0	0.0
10284	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	cdf215c5e2c94fa13217705cae1ba6e8	0.7008388794151124	F220R210	220	210	38.0	R46-18S-2	46	18S	Staggered	1861.0	0.02041912950026867
10285	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	1b1b7f6a7128c36940496ae176c18324	0.8036990363785691	F220R210	220	210	0.0	R46-18S-1	46	18S	Staggered	1895.0	0.0
10286	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	1b1b7f6a7128c36940496ae176c18324	0.8036990363785691	F220R210	220	210	33.0	R46-18S-2	46	18S	Staggered	1861.0	0.017732401934443847
10287	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	b16eacd7ef582487b8da5bcb9423f8a1	0.7463844520484579	F220R210	220	210	0.0	R46-18S-1	46	18S	Staggered	1895.0	0.0
10288	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	b16eacd7ef582487b8da5bcb9423f8a1	0.7463844520484579	F220R210	220	210	0.0	R46-18S-2	46	18S	Staggered	1861.0	0.0
10391	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	28015562aa3e82e3a5bb324246b480c8	0.90871887507389	F240R270	240	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
10392	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	28015562aa3e82e3a5bb324246b480c8	0.90871887507389	F240R270	240	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
10393	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a0e0bb1c8561c3d54d899a1616e08587	0.8688043580324558	F240R270	240	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
10394	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a0e0bb1c8561c3d54d899a1616e08587	0.8688043580324558	F240R270	240	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
10563	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	3793b26409f349141c462c9958b0093a	0.8758498929169839	F260R220	260	220	0.0	R46-18S-1	46	18S	Staggered	53.0	0.0
10564	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	3793b26409f349141c462c9958b0093a	0.8758498929169839	F260R220	260	220	0.0	R46-18S-2	46	18S	Staggered	106.0	0.0
10693	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	54e842077ffd825c959c383c84be96ed	0.88859158136632	F210R250	210	250	0.0	R46-18S-1	46	18S	Staggered	9.0	0.0
10694	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	54e842077ffd825c959c383c84be96ed	0.88859158136632	F210R250	210	250	0.0	R46-18S-2	46	18S	Staggered	13.0	0.0
10695	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a82361157125b95519e441bfea24bb61	0.7885247352344951	F210R250	210	250	0.0	R46-18S-1	46	18S	Staggered	9.0	0.0
10696	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a82361157125b95519e441bfea24bb61	0.7885247352344951	F210R250	210	250	0.0	R46-18S-2	46	18S	Staggered	13.0	0.0
10715	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	9360a51742c3ea9b022e3dfb26083a50	0.853987773802335	F270R210	270	210	0.0	R46-18S-1	46	18S	Staggered	76.0	0.0
10716	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	9360a51742c3ea9b022e3dfb26083a50	0.853987773802335	F270R210	270	210	0.0	R46-18S-2	46	18S	Staggered	52.0	0.0
10717	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	479a5f517ca1939852a8d0060b733bd1	0.8864219918689388	F260R210	260	210	0.0	R46-18S-1	46	18S	Staggered	255.0	0.0
10718	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	479a5f517ca1939852a8d0060b733bd1	0.8864219918689388	F260R210	260	210	0.0	R46-18S-2	46	18S	Staggered	192.0	0.0
10719	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	620de3047e0d80cba9d6b97807b53382	0.811921439898009	F260R210	260	210	0.0	R46-18S-1	46	18S	Staggered	255.0	0.0
10720	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	620de3047e0d80cba9d6b97807b53382	0.811921439898009	F260R210	260	210	0.0	R46-18S-2	46	18S	Staggered	192.0	0.0
10849	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	974e3ee7115d10c6f2f28ce860ac7941	0.8387554198402337	F250R240	250	240	0.0	R46-18S-1	46	18S	Staggered	10.0	0.0
10850	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	974e3ee7115d10c6f2f28ce860ac7941	0.8387554198402337	F250R240	250	240	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
10963	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	00dcf245671040d4986deae867626c18	0.8902745014829981	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
10964	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	00dcf245671040d4986deae867626c18	0.8902745014829981	F220R230	220	230	0.0	R46-18S-2	46	18S	Staggered	364.0	0.0
10965	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	5d5e2072e67ecc0e9b5f93ae6650e19c	0.8434836210247194	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
10966	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	5d5e2072e67ecc0e9b5f93ae6650e19c	0.8434836210247194	F220R230	220	230	0.0	R46-18S-2	46	18S	Staggered	364.0	0.0
10967	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8d81eeb34b77cbb12a5541a564faf471	0.8600770787439387	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
10968	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8d81eeb34b77cbb12a5541a564faf471	0.8600770787439387	F220R230	220	230	0.0	R46-18S-2	46	18S	Staggered	364.0	0.0
10969	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	2beff19ce164caa8ee9d49e4b7e6fbf9	0.78640118653719	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
10970	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	2beff19ce164caa8ee9d49e4b7e6fbf9	0.78640118653719	F220R230	220	230	11.0	R46-18S-2	46	18S	Staggered	364.0	0.03021978021978022
10971	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ded36a383ffa09130c8fa687706fb7b6	0.8434480152431576	F230R230	230	230	20.0	R46-18S-1	46	18S	Staggered	339.0	0.058997050147492625
10972	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ded36a383ffa09130c8fa687706fb7b6	0.8434480152431576	F230R230	230	230	0.0	R46-18S-2	46	18S	Staggered	174.0	0.0
10973	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	b838773fdea297a4beea4975e9a18da4	0.8438203077765798	F230R230	230	230	0.0	R46-18S-1	46	18S	Staggered	339.0	0.0
10974	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	b838773fdea297a4beea4975e9a18da4	0.8438203077765798	F230R230	230	230	0.0	R46-18S-2	46	18S	Staggered	174.0	0.0
11043	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	00dcf245671040d4986deae867626c18	0.8902745014829981	F220R220	220	220	0.0	R46-18S-1	46	18S	Staggered	777.0	0.0
11044	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	00dcf245671040d4986deae867626c18	0.8902745014829981	F220R220	220	220	0.0	R46-18S-2	46	18S	Staggered	858.0	0.0
11045	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	edde1b375a6b622b1fb65475bf9b7b0a	0.8390219422084768	F220R220	220	220	40.0	R46-18S-1	46	18S	Staggered	777.0	0.05148005148005148
11046	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	edde1b375a6b622b1fb65475bf9b7b0a	0.8390219422084768	F220R220	220	220	53.0	R46-18S-2	46	18S	Staggered	858.0	0.06177156177156177
11047	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	641e52411ef139253dfd610caeb3e240	0.8540608074824965	F230R220	230	220	21.0	R46-18S-1	46	18S	Staggered	585.0	0.035897435897435895
11048	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	641e52411ef139253dfd610caeb3e240	0.8540608074824965	F230R220	230	220	34.0	R46-18S-2	46	18S	Staggered	613.0	0.05546492659053834
11049	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a067de4a57952540a948987188ace782	0.8580546847830628	F230R220	230	220	0.0	R46-18S-1	46	18S	Staggered	585.0	0.0
11050	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	a067de4a57952540a948987188ace782	0.8580546847830628	F230R220	230	220	0.0	R46-18S-2	46	18S	Staggered	613.0	0.0
11181	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	4e71345f14a239d62b1fc4560b84f149	0.8078077452137465	F240R250	240	250	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11182	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	4e71345f14a239d62b1fc4560b84f149	0.8078077452137465	F240R250	240	250	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
11183	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ecd0c148d0827f183ef126726c71f95f	0.8559899530883613	F240R250	240	250	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11184	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ecd0c148d0827f183ef126726c71f95f	0.8559899530883613	F240R250	240	250	1.0	R46-18S-2	46	18S	Staggered	1.0	1.0
11185	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	be138491a68babc165d0923d3a1ad27f	0.8581597079669357	F250R250	250	250	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11186	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	be138491a68babc165d0923d3a1ad27f	0.8581597079669357	F250R250	250	250	2.0	R46-18S-2	46	18S	Staggered	2.0	1.0
11217	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	074ab6f9b6eda2bf3f72fae81d5a6dc8	0.7745191291621324	F210R270	210	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11218	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	074ab6f9b6eda2bf3f72fae81d5a6dc8	0.7745191291621324	F210R270	210	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
11219	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	70f86291718fde17e77c90efc79914d3	0.8477128104566138	F210R270	210	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11220	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	70f86291718fde17e77c90efc79914d3	0.8477128104566138	F210R270	210	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
11221	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	fb77b7dd483035c532eb3565a47cae12	0.8878027571667956	F210R270	210	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
11222	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	fb77b7dd483035c532eb3565a47cae12	0.8878027571667956	F210R270	210	270	2.0	R46-18S-2	46	18S	Staggered	2.0	1.0
11323	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	f09499f05b864d7e029c14ba774f12f7	0.8503378597355091	F250R220	250	220	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
11324	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	f09499f05b864d7e029c14ba774f12f7	0.8503378597355091	F250R220	250	220	13.0	R46-18S-2	46	18S	Staggered	260.0	0.05
11329	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	4c3cab6f5bd8505c71d19386928179f0	0.8524100937842787	F240R220	240	220	0.0	R46-18S-1	46	18S	Staggered	353.0	0.0
11330	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	4c3cab6f5bd8505c71d19386928179f0	0.8524100937842787	F240R220	240	220	0.0	R46-18S-2	46	18S	Staggered	240.0	0.0
11447	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8ff668bc99e74536a5c29be37b289207	0.8739922659840375	F230R250	230	250	0.0	R46-18S-1	46	18S	Staggered	4.0	0.0
11448	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8ff668bc99e74536a5c29be37b289207	0.8739922659840375	F230R250	230	250	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
11449	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	6cdce200c2d5a0a20de8bac0719ae426	0.8224772621101423	F230R250	230	250	0.0	R46-18S-1	46	18S	Staggered	4.0	0.0
11450	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	6cdce200c2d5a0a20de8bac0719ae426	0.8224772621101423	F230R250	230	250	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
11695	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	3192bf63868f72761193d8e77ded3d6e	0.8789116912775676	F210R210	210	210	0.0	R46-18S-1	46	18S	Staggered	1945.0	0.0
11696	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	3192bf63868f72761193d8e77ded3d6e	0.8789116912775676	F210R210	210	210	0.0	R46-18S-2	46	18S	Staggered	1894.0	0.0
11697	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8cd7d17c2bc84db0f75d3abf73220e4c	0.7974004101092749	F210R210	210	210	134.0	R46-18S-1	46	18S	Staggered	1945.0	0.06889460154241646
11698	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8cd7d17c2bc84db0f75d3abf73220e4c	0.7974004101092749	F210R210	210	210	92.0	R46-18S-2	46	18S	Staggered	1894.0	0.048574445617740235
11819	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8e95ae39df777e96189959ffd7dd9f0c	0.8569448617434003	F230R240	230	240	0.0	R46-18S-1	46	18S	Staggered	6.0	0.0
11820	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	8e95ae39df777e96189959ffd7dd9f0c	0.8569448617434003	F230R240	230	240	6.0	R46-18S-2	46	18S	Staggered	20.0	0.3
11821	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	96fab3bef863e5b31c5fb22ef77ed538	0.88486027398574	F230R240	230	240	0.0	R46-18S-1	46	18S	Staggered	6.0	0.0
11822	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	96fab3bef863e5b31c5fb22ef77ed538	0.88486027398574	F230R240	230	240	0.0	R46-18S-2	46	18S	Staggered	20.0	0.0
11823	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ccf3a12b2e2817b6e35489294887bc94	0.8447508824212115	F230R240	230	240	0.0	R46-18S-1	46	18S	Staggered	6.0	0.0
11824	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	ccf3a12b2e2817b6e35489294887bc94	0.8447508824212115	F230R240	230	240	0.0	R46-18S-2	46	18S	Staggered	20.0	0.0
11825	1bcb28d7facd482430a8265ec76d6049	320	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Cryothecomonas	Dinophyta; Syndiniales; Dino-Group-II_b	0.08	0433fd0b8884399f7f01d293734f6c2f	0.8698880711980659	F220R240	220	240	0.0	R46-18S-1	46	18S	Staggered	135.0	0.0
